m016	uc_epi	e2	True	False	100	uc_epi_batch_health	-0.014741496795075228
m016	uc_epi	e2	True	False	100	uc_epi_batch_health	-0.012189073663103739
m016	uc_epi	e2	True	False	100	uc_epi_batch_health	-0.013795480421670002
m016	uc_epi	e2	True	False	100	uc_epi_batch_health	-0.012150179024336774
m016	uc_epi	e2	True	False	100	uc_epi_batch_health	-0.015219955965260263
m016	uc_epi	e2	True	False	100	uc_epi_batch_health	-0.010036388939962964
m016	uc_epi	e2	True	False	100	uc_epi_batch_health	-0.00909026323612742
m016	uc_epi	e2	True	False	100	uc_epi_batch_health	-0.011866381494334683
m016	uc_epi	e2	True	False	100	uc_epi_batch_health	-0.011174648866098391
m016	uc_epi	e2	True	False	100	uc_epi_batch_health	-0.01572037879791078
m016	uc_epi	e2	True	False	100	uc_epi_batch_location	-0.017169863987321538
m016	uc_epi	e2	True	False	100	uc_epi_batch_location	-0.013264943360604907
m016	uc_epi	e2	True	False	100	uc_epi_batch_location	-0.012503983039615849
m016	uc_epi	e2	True	False	100	uc_epi_batch_location	-0.013558180108685425
m016	uc_epi	e2	True	False	100	uc_epi_batch_location	-0.014911579019415654
m016	uc_epi	e2	True	False	100	uc_epi_batch_location	-0.012678130447267557
m016	uc_epi	e2	True	False	100	uc_epi_batch_location	-0.02008389546399932
m016	uc_epi	e2	True	False	100	uc_epi_batch_location	-0.017177234063732418
m016	uc_epi	e2	True	False	100	uc_epi_batch_location	-0.014501167997092335
m016	uc_epi	e2	True	False	100	uc_epi_batch_location	-0.01219035530792944
m016	uc_epi	e2	True	False	100	uc_epi_batch_patient	-0.21427328222444586
m016	uc_epi	e2	True	False	100	uc_epi_batch_patient	-0.1938485965316378
m016	uc_epi	e2	True	False	100	uc_epi_batch_patient	-0.19513774062480602
m016	uc_epi	e2	True	False	100	uc_epi_batch_patient	-0.17492867738205964
m016	uc_epi	e2	True	False	100	uc_epi_batch_patient	-0.2062020597822979
m016	uc_epi	e2	True	False	100	uc_epi_batch_patient	-0.15849909514339633
m016	uc_epi	e2	True	False	100	uc_epi_batch_patient	-0.14649898308755327
m016	uc_epi	e2	True	False	100	uc_epi_batch_patient	-0.1412289561820561
m016	uc_epi	e2	True	False	100	uc_epi_batch_patient	-0.12642353760558558
m016	uc_epi	e2	True	False	100	uc_epi_batch_patient	-0.17816426295088214
m016	uc_epi	e2	True	False	100	uc_epi_batch_health	-0.012927925503736762
m016	uc_epi	e2	True	False	100	uc_epi_batch_health	-0.009842984770483456
m016	uc_epi	e2	True	False	100	uc_epi_batch_health	-0.013543288121624614
m016	uc_epi	e2	True	False	100	uc_epi_batch_health	-0.008811187272663707
m016	uc_epi	e2	True	False	100	uc_epi_batch_health	-0.014881967194499645
